transaction_id,timestamp,source_account,destination_account,amount,payment_type,score,raw_score,rank,alert
TX0004326763,2022-09-09T03:46:00Z,70:100428660,231490:80E35ECE0,2812.98,Cheque,0.04545454680919647,0.8873082995414734,25,True
TX0004323400,2022-09-09T03:46:00Z,70:100428660,1665:8005DE320,1779.77,Cheque,0.04545454680919647,0.8852130174636841,26,True
TX0004322752,2022-09-09T03:22:00Z,148350:811E8B180,248857:811EE01A0,1397.49,ACH,0.04545454680919647,0.8851310014724731,27,True
TX0004325074,2022-09-09T03:53:00Z,70:100428660,14099:806C7EE90,315.12,Credit Card,0.04545454680919647,0.8845287561416626,28,True
TX0004357304,2022-09-09T04:43:00Z,70:1004286A8,30697:811673270,776.97,Credit Card,0.04545454680919647,0.8825884461402893,29,True
TX0004323746,2022-09-09T03:45:00Z,70:100428660,3149:80131F8A0,4063.29,Credit Card,0.04545454680919647,0.8820778727531433,30,True
TX0004323562,2022-09-09T03:47:00Z,70:100428660,1674:800BC2F50,1459.04,Cash,0.04545454680919647,0.8798651695251465,31,True
TX0004326349,2022-09-09T03:41:00Z,70:100428660,220083:80CD1E190,6954.9,Cheque,0.04545454680919647,0.8796390891075134,32,True
TX0004327166,2022-09-09T03:51:00Z,70:100428660,16586:81088D670,665.9,Cheque,0.045454543083906174,0.8801028728485107,33,True
TX0004325858,2022-09-09T03:50:00Z,70:100428660,27637:80A991FD0,14163.2,Credit Card,0.045454543083906174,0.8795499205589294,34,True
TX0004327427,2022-09-09T03:44:00Z,70:100428660,124290:811C90450,1121.37,Credit Card,0.043478261679410934,0.8789798021316528,35,True
TX0004337676,2022-09-09T04:27:00Z,10614:803F0E970,18902:803F00790,42316.36,ACH,0.043478261679410934,0.8787688612937927,36,True
TX0004326405,2022-09-09T03:32:00Z,70:100428660,17708:80D0DD400,771.87,Credit Card,0.03999999910593033,0.8762279748916626,37,True
TX0004349292,2022-09-09T04:13:00Z,250068:8128384D0,50202:812832010,6457.61,ACH,0.03999999910593033,0.8737074136734009,38,True
TX0004325907,2022-09-09T03:51:00Z,70:100428660,9371:80AE14C20,604.83,Cheque,0.03999999910593033,0.8732863664627075,39,True
TX0004346671,2022-09-09T04:20:00Z,23886:81204F490,222697:81204F580,1395.88,ACH,0.03999999910593033,0.8723794221878052,40,True
TX0004351180,2022-09-09T04:54:00Z,70:100428660,13037:804AF89E0,299.55,Cheque,0.03999999910593033,0.870201826095581,41,True
TX0004324239,2022-09-09T03:38:00Z,70:100428660,7042:802EE3EA0,11889.68,Credit Card,0.03999999910593033,0.8695458769798279,42,True
TX0004355249,2022-09-09T04:52:00Z,70:1004286A8,5466:80217ED90,362.21,Credit Card,0.03999999910593033,0.8686333894729614,43,True
TX0004340303,2022-09-09T04:01:00Z,70:100428660,124290:8100A65A0,774.68,Cash,0.03999999910593033,0.86746746301651,44,True
TX0004355240,2022-09-09T04:52:00Z,70:1004286A8,13554:802302FB0,354.71,Credit Card,0.03999999910593033,0.8672320246696472,45,True
TX0004336602,2022-09-09T04:10:00Z,70:100428660,2843:80067DD10,333.72,Cheque,0.03999999910593033,0.8668200969696045,46,True
TX0004326850,2022-09-09T03:53:00Z,70:100428660,19474:80E77CA40,15716.18,Credit Card,0.03999999910593033,0.8666516542434692,47,True
TX0004311403,2022-09-09T03:26:00Z,70:100428660,25547:8047E8340,768.85,Cheque,0.03999999910593033,0.8666122555732727,48,True
TX0004353380,2022-09-09T04:52:00Z,70:100428660,123288:80E069020,605.73,Credit Card,0.03999999910593033,0.8663595914840698,49,True
TX0004325389,2022-09-09T03:45:00Z,70:100428660,10344:8081F2700,408.82,Cheque,0.03999999910593033,0.866042971611023,50,True
TX0004327557,2022-09-09T03:43:00Z,70:100428660,241213:81282A590,5309.4,Credit Card,0.03999999538064003,0.8758710622787476,51,True
TX0004325202,2022-09-09T03:42:00Z,70:100428660,1241:80630BC20,1529.61,Cheque,0.029239768162369728,0.8639668822288513,52,True
TX0004357013,2022-09-09T04:43:00Z,70:1004286A8,14277:80EBECD60,766.65,Cheque,0.02923976629972458,0.8639199137687683,53,True
TX0004325556,2022-09-09T03:45:00Z,70:100428660,19329:808E99300,296.72,Cheque,0.02923976629972458,0.8637444972991943,54,True
TX0004337670,2022-09-09T04:14:00Z,2439:803F07EA0,18902:803F00790,19305014.18,ACH,0.02923976629972458,0.863100528717041,55,True
TX0004326496,2022-09-09T03:47:00Z,70:100428660,115159:80D309650,271.79,Cash,0.02923976629972458,0.8628209829330444,56,True
TX0004374672,2022-09-09T05:05:00Z,135010:80CF21340,135010:80CF26A50,9530.72,ACH,0.02923976629972458,0.8611388206481934,57,True
TX0004325082,2022-09-09T03:34:00Z,70:100428660,28771:806CF1020,110095.5,Cash,0.02923976629972458,0.8603308796882629,58,True
TX0004339871,2022-09-09T04:28:00Z,70:100428660,214621:80DDCDA00,253.21,Cheque,0.02923976629972458,0.8600160479545593,59,True
TX0004352737,2022-09-09T04:59:00Z,70:100428660,25075:80BB6E4A0,955.94,Cheque,0.02923976629972458,0.8598429560661316,60,True
TX0004353321,2022-09-09T04:37:00Z,11030:80DDE7430,2991:80DDE7570,3421.93,ACH,0.02923976629972458,0.8593777418136597,61,True
TX0004339765,2022-09-09T04:13:00Z,70:100428660,33264:80D73E480,276.52,Credit Card,0.02923976629972458,0.8585091829299927,62,True
TX0004374661,2022-09-09T05:02:00Z,134939:80CF1B6F0,135010:80CF26A50,14684.66,ACH,0.02923976629972458,0.8577931523323059,63,True
TX0004356930,2022-09-09T04:46:00Z,70:1004286A8,1655:80E4117B0,595.35,Cheque,0.02923976629972458,0.8572260737419128,64,True
TX0004326532,2022-09-09T03:51:00Z,70:100428660,21360:80D54FA70,2881.45,Cheque,0.02923976629972458,0.8562594056129456,65,True
TX0004338662,2022-09-09T04:16:00Z,70:100428660,215687:8080AFF40,310.8,Cheque,0.02923976629972458,0.8559418320655823,66,True
TX0004327475,2022-09-09T03:53:00Z,70:100428660,248975:8121F1180,707.59,Credit Card,0.02923976629972458,0.8551939129829407,67,True
TX0004355654,2022-09-09T04:48:00Z,70:1004286A8,16254:803CF6B00,333.46,Cheque,0.02923976443707943,0.8587696552276611,68,True
TX0004353051,2022-09-09T04:37:00Z,26592:80D189680,28693:80D188740,1391.55,ACH,0.0289521012455225,0.8545973300933838,69,True
TX0004323663,2022-09-09T03:54:00Z,70:100428660,1:8010BA130,305.24,Cheque,0.028901735320687294,0.8490631580352783,70,True
TX0004357490,2022-09-09T04:59:00Z,70:1004286A8,41213:81271E0B0,766.32,Credit Card,0.028901735320687294,0.8472964763641357,71,True
TX0004326678,2022-09-09T03:54:00Z,70:100428660,17732:80DF1C7C0,529.71,Credit Card,0.028901733458042145,0.8545727133750916,72,True
TX0004314627,2022-09-09T03:25:00Z,70:100428660,115363:81327AF60,15046.79,Cheque,0.028901733458042145,0.8541815876960754,73,True
TX0004325283,2022-09-09T03:53:00Z,70:100428660,16109:807A813F0,2419.79,Cheque,0.028901733458042145,0.8536152839660645,74,True
TX0004339025,2022-09-09T04:11:00Z,70:100428660,3229:80A00F5B0,926.83,Credit Card,0.028901733458042145,0.8534781336784363,75,True
TX0004352232,2022-09-09T04:45:00Z,3698:8025A2560,11642:8096E42B0,9362.9,Cheque,0.028901733458042145,0.8524377346038818,76,True
TX0004326837,2022-09-09T03:59:00Z,70:100428660,18015:80E6B6C20,676.16,Cash,0.028901733458042145,0.8511336445808411,77,True
TX0004327321,2022-09-09T03:43:00Z,70:100428660,130596:811481780,5784.04,Cheque,0.028901733458042145,0.85038822889328,78,True
TX0004362132,2022-09-09T04:42:00Z,1198:8106220A0,220:8106323D0,8041.5,ACH,0.028901733458042145,0.8497379422187805,79,True
TX0004356293,2022-09-09T04:44:00Z,70:1004286A8,113935:809475250,720.58,Credit Card,0.028901733458042145,0.8494369983673096,80,True
TX0004324380,2022-09-09T03:35:00Z,70:100428660,3051:803771350,3635.23,Cheque,0.028901733458042145,0.8493167161941528,81,True
TX0004361139,2022-09-09T04:45:00Z,235580:80D599C70,235509:80D599720,11376.32,ACH,0.028901733458042145,0.8490163087844849,82,True
TX0004342187,2022-09-09T04:23:00Z,70:1004286A8,13858:802F1D3F0,846.45,Cash,0.028901733458042145,0.8490133881568909,83,True
TX0004352095,2022-09-09T04:54:00Z,17222:80834A990,111433:8089791E0,1120.98,ACH,0.028901733458042145,0.8476433157920837,84,True
TX0004361135,2022-09-09T04:35:00Z,135104:80D598040,235509:80D599720,9722.71,ACH,0.028901733458042145,0.8474519848823547,85,True
TX0004327010,2022-09-09T03:56:00Z,70:100428660,36208:80FC81A50,488.76,Cheque,0.028901733458042145,0.8473132848739624,86,True
TX0004323610,2022-09-09T03:45:00Z,70:100428660,12:800EBE390,6197.48,Cheque,0.028901733458042145,0.8471113443374634,87,True
TX0004330198,2022-09-09T03:42:00Z,70:1004286A8,133540:80DCD9450,1922.47,Cheque,0.028901733458042145,0.846865713596344,88,True
TX0004356259,2022-09-09T04:40:00Z,70:1004286A8,24811:80938B5C0,240.64,Cheque,0.028901733458042145,0.8467608094215393,89,True
TX0004340645,2022-09-09T04:08:00Z,70:100428660,20226:811A41490,149.6,Credit Card,0.028901733458042145,0.8466024994850159,90,True
TX0004351891,2022-09-09T04:56:00Z,70:100428660,117453:80799B090,1043.71,Credit Card,0.028901733458042145,0.8459692001342773,91,True
TX0004322756,2022-09-09T03:25:00Z,118:811E8F620,248857:811EE01A0,6441.8,ACH,0.028901733458042145,0.8454265594482422,92,True
TX0004349304,2022-09-09T04:06:00Z,49508:812839170,50202:812832010,8553.68,ACH,0.028901733458042145,0.845206081867218,93,True
TX0004324272,2022-09-09T03:53:00Z,70:100428660,1068:8031EF310,1149.39,Cash,0.028901733458042145,0.8450573682785034,94,True
TX0004310376,2022-09-09T03:27:00Z,70:100428660,220:800C42AC0,10223.41,Cheque,0.028901733458042145,0.8446668982505798,95,True
TX0004356618,2022-09-09T04:52:00Z,70:1004286A8,112354:80B9F8770,1511.08,Cheque,0.028901733458042145,0.8445897102355957,96,True
TX0004324976,2022-09-09T03:52:00Z,70:100428660,15695:8066A5310,271.23,Cash,0.028901733458042145,0.8445676565170288,97,True
TX0004343224,2022-09-09T04:27:00Z,70:1004286A8,14663:80B845A80,9324.07,Cheque,0.02857143059372902,0.8424875140190125,98,True
TX0004326132,2022-09-09T03:48:00Z,70:100428660,227720:80B5D5B70,3924.65,Cheque,0.02857143059372902,0.8412303924560547,99,True
TX0004325207,2022-09-09T03:53:00Z,70:100428660,2843:80754AAF0,1426.58,Cheque,0.02857143059372902,0.8385311961174011,100,True
TX0004326820,2022-09-09T03:39:00Z,70:100428660,122916:80E5992C0,1185.15,Credit Card,0.02857143059372902,0.8377774953842163,101,True
TX0004323552,2022-09-09T03:59:00Z,70:100428660,21575:800BA7B40,1224.12,Credit Card,0.02857143059372902,0.8363544344902039,102,True
TX0004338725,2022-09-09T04:16:00Z,70:100428660,8798:80871A190,264.52,Cheque,0.02857143059372902,0.8359701037406921,103,True
TX0004324416,2022-09-09T03:45:00Z,70:100428660,19474:803AE9360,98.82,Credit Card,0.02857142873108387,0.8441779613494873,104,True
TX0004323899,2022-09-09T03:34:00Z,70:100428660,908:8019F43C0,763.83,Credit Card,0.02857142873108387,0.8437391519546509,105,True
TX0004362158,2022-09-09T04:32:00Z,14:810631260,220:8106323D0,9347.66,ACH,0.02857142873108387,0.8433874249458313,106,True
TX0004352931,2022-09-09T04:31:00Z,70:100428660,125699:80C8B9070,777.85,Cheque,0.02857142873108387,0.8410899639129639,107,True
TX0004372396,2022-09-09T05:05:00Z,113530:805057010,71:80541EB10,91325.64,ACH,0.02857142873108387,0.839896559715271,108,True
TX0004313247,2022-09-09T03:23:00Z,70:100428660,123773:80CCE7F30,504.94,Credit Card,0.02857142873108387,0.8395795822143555,109,True
TX0004338127,2022-09-09T04:23:00Z,70:100428660,24515:805C8FD60,10724.33,Cheque,0.02857142873108387,0.8391883373260498,110,True
TX0004342803,2022-09-09T04:29:00Z,70:1004286A8,22775:807A90730,880.91,Cheque,0.02857142873108387,0.838402509689331,111,True
TX0004323657,2022-09-09T03:46:00Z,70:100428660,11474:80108B470,2174.97,Credit Card,0.02857142873108387,0.8379034399986267,112,True
TX0004338459,2022-09-09T04:04:00Z,116715:8072FB120,211212:8072FAFE0,1742.46,ACH,0.02857142873108387,0.8376699090003967,113,True
TX0004338844,2022-09-09T04:04:00Z,70:100428660,223041:8089B21E0,5010.74,Credit Card,0.02857142873108387,0.8368988037109375,114,True
TX0004338108,2022-09-09T04:03:00Z,70:100428660,29685:805B72520,371.82,Credit Card,0.02857142873108387,0.8368930816650391,115,True
TX0004341484,2022-09-09T04:20:00Z,70:1004286A8,410:80091AE00,226.5,Cash,0.02857142873108387,0.8365103602409363,116,True
TX0004325372,2022-09-09T03:54:00Z,70:100428660,12979:808181CA0,1416.46,Credit Card,0.02857142873108387,0.8361356854438782,117,True
TX0004353203,2022-09-09T04:44:00Z,70:100428660,31596:80D735DA0,1073.71,Cheque,0.02857142873108387,0.8357491493225098,118,True
TX0004357523,2022-09-09T04:40:00Z,70:1004286A8,46241:812A3E740,5886.04,Cheque,0.02857142873108387,0.8356958627700806,119,True
TX0004374655,2022-09-09T05:05:00Z,235580:80CF1DA40,135010:80CF26A50,11118.4,ACH,0.02857142873108387,0.8353334665298462,120,True
TX0004326533,2022-09-09T03:33:00Z,70:100428660,21360:80D54FA70,565.57,Credit Card,0.02857142686843872,0.8440297245979309,121,True
TX0004355159,2022-09-09T04:57:00Z,70:1004286A8,1490:801F350A0,10734.49,Cheque,0.02857142686843872,0.8431929349899292,122,True
TX0004374657,2022-09-09T05:02:00Z,115:80CF26740,135010:80CF26A50,9887.15,ACH,0.02857142686843872,0.8417059183120728,123,True
TX0004353774,2022-09-09T04:35:00Z,70:100428660,29685:8104344F0,312.64,Credit Card,0.02857142686843872,0.8404383063316345,124,True
TX0004322766,2022-09-09T03:22:00Z,121:811E8B130,248857:811EE01A0,3826.06,ACH,0.02857142686843872,0.8401853442192078,125,True
TX0004327401,2022-09-09T03:58:00Z,70:100428660,132923:811A2B880,642.32,Cheque,0.02857142686843872,0.8377161622047424,126,True
TX0004340386,2022-09-09T04:06:00Z,70:100428660,138167:80F4DA030,17233.98,Cheque,0.02857142686843872,0.8373798727989197,127,True
TX0004337719,2022-09-09T04:11:00Z,70:100428660,12735:8042CC740,567.09,Credit Card,0.02857142686843872,0.836765706539154,128,True
TX0004326952,2022-09-09T03:47:00Z,70:100428660,221527:80F289100,9947.33,Cash,0.02857142686843872,0.8353637456893921,129,True
TX0004354782,2022-09-09T04:40:00Z,70:1004286A8,1522:8006825D0,1620.16,Cheque,0.02857142686843872,0.8352717757225037,130,True
TX0004323517,2022-09-09T03:33:00Z,70:100428660,21611:800A4BA80,1535.68,Cheque,0.02298850752413273,0.8302851319313049,131,True
TX0004337449,2022-09-09T04:29:00Z,70:100428660,3698:8030F3BB0,243.89,Cheque,0.02298850566148758,0.8348165154457092,132,True
TX0004351654,2022-09-09T04:46:00Z,70:100428660,9371:80677A660,316.57,Cheque,0.02298850566148758,0.8347973227500916,133,True
TX0004327075,2022-09-09T03:39:00Z,70:100428660,26592:8102A4E90,320.87,Credit Card,0.02298850566148758,0.8345918655395508,134,True
TX0004369291,2022-09-09T05:05:00Z,70:1004286A8,2467:807465C90,1207.28,Cheque,0.02298850566148758,0.834465503692627,135,True
TX0004357385,2022-09-09T04:54:00Z,221032:812020200,111121:8120219A0,14726.07,Cheque,0.02298850566148758,0.8337554931640625,136,True
TX0004324044,2022-09-09T03:41:00Z,70:100428660,11296:8024064D0,720.57,Cheque,0.02298850566148758,0.8334693312644958,137,True
TX0004357744,2022-09-09T04:40:00Z,70:1004286A8,113935:814512E50,257.97,Credit Card,0.02298850566148758,0.8334193229675293,138,True
TX0004325217,2022-09-09T03:55:00Z,70:100428660,213704:80758B350,1247.33,Cash,0.02298850566148758,0.8332313895225525,139,True
TX0004324749,2022-09-09T03:43:00Z,70:100428660,1362:8057CBDE0,10816.21,Cash,0.02298850566148758,0.8328968286514282,140,True
TX0004310412,2022-09-09T03:29:00Z,70:100428660,513:8006B76C0,625.35,Cheque,0.02298850566148758,0.8326783180236816,141,True
TX0004369071,2022-09-09T05:07:00Z,70:1004286A8,210829:8048BB340,1344.75,Credit Card,0.02298850566148758,0.8325258493423462,142,True
TX0004363923,2022-09-09T05:00:00Z,11296:8022ED550,12719:8023CD580,6800.29,Credit Card,0.02298850566148758,0.8324969410896301,143,True
TX0004326065,2022-09-09T03:47:00Z,70:100428660,219969:80B7C9CA0,236.76,Cheque,0.02298850566148758,0.8323826789855957,144,True
TX0004340694,2022-09-09T04:19:00Z,70:100428660,221691:811E30C60,240.33,Cheque,0.02298850566148758,0.8319737911224365,145,True
TX0004372415,2022-09-09T05:04:00Z,14381:80542DA70,71:80541EB10,335277.37,ACH,0.02298850566148758,0.8317103385925293,146,True
TX0004357431,2022-09-09T04:30:00Z,70:1004286A8,220967:81245AE90,2884.69,Credit Card,0.02298850566148758,0.83134925365448,147,True
TX0004341738,2022-09-09T04:29:00Z,70:1004286A8,1502:8018BA3C0,1166.06,Cheque,0.02298850566148758,0.8303075432777405,148,True
TX0004362150,2022-09-09T04:43:00Z,142836:810632F70,220:8106323D0,10794.58,ACH,0.02298850379884243,0.8312072157859802,149,True
TX0004327074,2022-09-09T03:30:00Z,70:100428660,26592:8102A4E90,577.52,Cheque,0.022771891206502914,0.8286033272743225,150,True
TX0004353641,2022-09-09T04:53:00Z,70:100428660,129470:80F50F4D0,7392.69,Cheque,0.022771891206502914,0.8265397548675537,151,True
TX0004356460,2022-09-09T04:40:00Z,70:1004286A8,220967:80ACB4B40,1469.43,Cheque,0.022771891206502914,0.8262080550193787,152,True
TX0004338576,2022-09-09T04:19:00Z,70:100428660,116715:807B94C00,130706.49,Cheque,0.022771891206502914,0.8220514059066772,153,True
TX0004325347,2022-09-09T03:50:00Z,70:100428660,111425:807F52D30,1165.42,Credit Card,0.022771891206502914,0.8212011456489563,154,True
TX0004350472,2022-09-09T04:42:00Z,70:100428660,15730:802206A10,582.11,Credit Card,0.022771891206502914,0.8189844489097595,155,True
TX0004325098,2022-09-09T03:49:00Z,70:100428660,11405:806D367D0,4758.14,Cheque,0.022771891206502914,0.8185264468193054,156,True
TX0004349966,2022-09-09T04:55:00Z,70:100428660,11474:800ACD1F0,613.07,Cheque,0.022771891206502914,0.8151478171348572,157,True
TX0004336697,2022-09-09T04:24:00Z,70:100428660,1729:800A56D10,6848.99,Cash,0.022771891206502914,0.8138526678085327,158,True
TX0004333726,2022-09-09T03:32:00Z,24941:8099CD2A0,226391:8099D17E0,6569.63,ACH,0.022771891206502914,0.8130680918693542,159,True
TX0004323695,2022-09-09T03:35:00Z,70:100428660,12719:8011712A0,272.88,Cheque,0.022771891206502914,0.8108494877815247,160,True
TX0004351835,2022-09-09T04:56:00Z,70:100428660,12381:80749D600,276.52,Cheque,0.022771891206502914,0.8083760738372803,161,True
TX0004325841,2022-09-09T03:50:00Z,70:100428660,22164:80A7DF780,972.94,Credit Card,0.022771891206502914,0.8051083087921143,162,True
TX0004325969,2022-09-09T03:34:00Z,70:100428660,14325:80B2F45C0,7019.77,Credit Card,0.022771891206502914,0.8047852516174316,163,True
TX0004350505,2022-09-09T04:33:00Z,70:100428660,1411:802371D80,772.78,Credit Card,0.022771891206502914,0.8037401437759399,164,True
TX0004342854,2022-09-09T04:20:00Z,70:1004286A8,28627:807C12A80,534.21,Cheque,0.022771891206502914,0.8019218444824219,165,True
TX0004357443,2022-09-09T04:47:00Z,70:1004286A8,225589:812505340,10394.78,Cheque,0.022771891206502914,0.8017981052398682,166,True
TX0004324292,2022-09-09T03:59:00Z,70:100428660,7478:80329A950,1308.57,Credit Card,0.022771891206502914,0.8010715246200562,167,True
TX0004373927,2022-09-09T05:04:00Z,225215:809CDB8F0,24941:809CC9C00,5684.12,ACH,0.022771891206502914,0.8003723621368408,168,True
TX0004352950,2022-09-09T04:58:00Z,70:100428660,16224:80CBDEEE0,1438.88,Cheque,0.022771891206502914,0.7934547066688538,169,True
TX0004351490,2022-09-09T04:49:00Z,70:100428660,16224:805DE5EF0,4908.9,Cheque,0.022771891206502914,0.7925482988357544,170,True
TX0004324359,2022-09-09T03:33:00Z,70:100428660,15730:80354D130,9788.18,Cash,0.022771891206502914,0.792346715927124,171,True
TX0004365395,2022-09-09T05:07:00Z,70:100428660,8623:8090F6480,1212.32,Credit Card,0.022771891206502914,0.7911322116851807,172,True
TX0004338961,2022-09-09T04:16:00Z,70:100428660,214621:809BCBFF0,535.21,Cash,0.022771891206502914,0.7906076908111572,173,True
TX0004356644,2022-09-09T04:53:00Z,70:1004286A8,14277:80BB0F6F0,221.79,Cash,0.022771891206502914,0.7906064391136169,174,True
TX0004322788,2022-09-09T03:24:00Z,119:811F704E0,248857:811EE01A0,8634.27,ACH,0.022771891206502914,0.7898471355438232,175,True
TX0004340978,2022-09-09T04:08:00Z,70:100428660,129470:8132E5300,692.13,Credit Card,0.022771891206502914,0.7868878841400146,176,True
TX0004355010,2022-09-09T04:37:00Z,70:1004286A8,1490:8016BEDC0,383.75,Cheque,0.022771891206502914,0.786034107208252,177,True
TX0004328172,2022-09-09T03:48:00Z,70:1004286A8,1024:800D78050,320.58,Cheque,0.022771891206502914,0.7842188477516174,178,True
TX0004351785,2022-09-09T04:46:00Z,70:100428660,25547:80720C760,767.59,Cheque,0.022771891206502914,0.7838922142982483,179,True
TX0004374662,2022-09-09T05:03:00Z,134939:80CF1F5F0,135010:80CF26A50,27126.42,ACH,0.022771891206502914,0.7837157845497131,180,True
TX0004354481,2022-09-09T04:42:00Z,70:100428660,29292:813676870,351.7,Cheque,0.022771891206502914,0.7821263074874878,181,True
TX0004327122,2022-09-09T03:35:00Z,70:100428660,233580:8104D8280,165411.91,Cash,0.022771891206502914,0.7771804928779602,182,True
TX0004357533,2022-09-09T04:54:00Z,70:1004286A8,23344:812B254A0,91.77,Cash,0.022771891206502914,0.7765353918075562,183,True
TX0004329860,2022-09-09T03:46:00Z,70:1004286A8,21745:80B442370,9737.07,Cheque,0.022771891206502914,0.7760857343673706,184,True
TX0004325071,2022-09-09T03:31:00Z,70:100428660,25547:806C4F060,3476.62,Cheque,0.022771891206502914,0.774782121181488,185,True
TX0004327842,2022-09-09T03:34:00Z,70:100428660,247898:8139707E0,934.8,Credit Card,0.022771891206502914,0.7745118737220764,186,True
TX0004339900,2022-09-09T04:01:00Z,70:100428660,33264:80DF48470,315.8,Credit Card,0.022771891206502914,0.7724305987358093,187,True
TX0004312639,2022-09-09T03:22:00Z,70:100428660,221130:8092256B0,510.93,Cheque,0.022771891206502914,0.7713258266448975,188,True
TX0004339287,2022-09-09T04:24:00Z,701:80B664F40,4242:80B6664F0,4344.21,ACH,0.022771891206502914,0.7712653875350952,189,True
TX0004343309,2022-09-09T04:28:00Z,70:1004286A8,22758:80BBC5880,69206.21,Cheque,0.022771891206502914,0.7693146467208862,190,True
TX0004310579,2022-09-09T03:25:00Z,70:100428660,2843:8013F24E0,1434.77,Cheque,0.022771891206502914,0.7687273621559143,191,True
TX0004351798,2022-09-09T04:46:00Z,70:100428660,1588:8072BCB90,7893.25,Cheque,0.022771891206502914,0.7680006623268127,192,True
TX0004354153,2022-09-09T04:44:00Z,70:100428660,11030:812157FE0,9300.63,Credit Card,0.022771891206502914,0.7664384841918945,193,True
TX0004326964,2022-09-09T03:51:00Z,70:100428660,37969:80F332300,437.13,Cheque,0.022771891206502914,0.7660602331161499,194,True
TX0004355753,2022-09-09T04:45:00Z,70:1004286A8,3514:80525F3D0,5552.9,Cheque,0.022771891206502914,0.7650864720344543,195,True
TX0004357259,2022-09-09T04:41:00Z,17321:8105BF6F0,113060:811088830,5896.37,Cheque,0.022771891206502914,0.7637792229652405,196,True
TX0004330392,2022-09-09T03:41:00Z,70:1004286A8,214100:80FBC0470,2972.96,Cheque,0.022771891206502914,0.763510525226593,197,True
TX0004324276,2022-09-09T03:44:00Z,70:100428660,17732:8030D3D10,1327.35,Credit Card,0.022771891206502914,0.7632626295089722,198,True
TX0004312864,2022-09-09T03:24:00Z,70:100428660,19888:80B4CD190,502.32,Credit Card,0.022771891206502914,0.7618914842605591,199,True
